GeneID	EnsemblGeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
65005	ENSG00000143436	MRPL9	mitochondrial ribosomal protein L9	"L9mt, Q9BYD2"	21	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS"	all 14
55173	ENSG00000048544	MRPS10	mitochondrial ribosomal protein S10	"MRP-S10, PNAS-122, P82664"	19	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
64963	ENSG00000181991	MRPS11	mitochondrial ribosomal protein S11	"HCC-2, P82912"	16	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	all 14
6183	ENSG00000128626	MRPS12	mitochondrial ribosomal protein S12	"MPR-S12, MT-RPS12, RPMS12, RPS12, RPSM12, O15235"	24	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
63931	ENSG00000120333	MRPS14	mitochondrial ribosomal protein S14	"DJ262D12.2, HSMRPS14, MRP-S14, S14mt, O60783"	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
64960	ENSG00000116898	MRPS15	mitochondrial ribosomal protein S15	"MPR-S15, RPMS15, S15mt, P82914"	34	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	all 14
51021	ENSG00000182180	MRPS16	mitochondrial ribosomal protein S16	"COXPD2, MRP-S16, RPMS16, Q9Y3D3"	21	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS+"	all 14
51373	ENSG00000239789	MRPS17	mitochondrial ribosomal protein S17	"HSPC011, MRP-S17, RPMS17, S17mt, Q9Y2R5"	26	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS+"	all 14
55168	ENSG00000096080	MRPS18A	mitochondrial ribosomal protein S18A	"HumanS18b, MRP-S18-3, MRPS18-3, S18bmt, Q9NVS2"	28	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	"cerebrum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
28973	ENSG00000203624	MRPS18B	mitochondrial ribosomal protein S18B	"C6orf14, HSPC183, HumanS18a, MRP-S18-2, MRPS18-2, PTD017, S18amt, Q9Y676"	9	1%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, placenta, testis"
51023	ENSG00000163319	MRPS18C	mitochondrial ribosomal protein S18C	"MRP-S18-1, MRPS18-1, Q9Y3D5"	23	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51116	ENSG00000122140	MRPS2	mitochondrial ribosomal protein S2	"MRP-S2, S2mt, Q9Y399"	29	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
54460	ENSG00000187145	MRPS21	mitochondrial ribosomal protein S21	"MRP-S21, RPMS21, P82921"	22	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	all 14
56945	ENSG00000175110	MRPS22	mitochondrial ribosomal protein S22	"C3orf5, COXPD5, GIBT, MRP-S22, RPMS22, P82650"	15	0%	"literature, APEX_matrix, mito protein domain+, induction, coexpression, MS/MS"	all 14
51649	ENSG00000181610	MRPS23	mitochondrial ribosomal protein S23	"HSPC329, MRP-S23, Q9Y3D9"	36	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
64951	ENSG00000062582	MRPS24	mitochondrial ribosomal protein S24	"MRP-S24, S24mt, bMRP-47, bMRP47, Q96EL2"	15	0%	"literature, APEX_matrix, induction, coexpression++, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
64432	ENSG00000131368	MRPS25	mitochondrial ribosomal protein S25	"MRP-S25, RPMS25, P82663"	18	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	all 14
64949	ENSG00000125901	MRPS26	mitochondrial ribosomal protein S26	"C20orf193, GI008, MRP-S13, MRP-S26, MRPS13, NY-BR-87, RPMS13, dJ534B8.3, Q9BYN8"	20	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression, MS/MS+"	all 14
23107	ENSG00000113048	MRPS27	mitochondrial ribosomal protein S27	"MRP-S27, S27mt, Q92552"	38	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
28957	ENSG00000147586	MRPS28	mitochondrial ribosomal protein S28	"MRP-S28, MRP-S35, MRPS35, Q9Y2Q9"	26	0%	"literature, targetP signal, mito protein domain+, coexpression++, MS/MS++"	all 14
10884	ENSG00000112996	MRPS30	mitochondrial ribosomal protein S30	"MRP-S30, PAP, PDCD9, S30mt, Q9NP92"	17	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression, MS/MS++"	"cerebrum, cerebellum, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
10240	ENSG00000102738	MRPS31	mitochondrial ribosomal protein S31	"IMOGN38, MRP-S31, S31mt, Q92665"	11	0%	"literature, APEX_matrix, targetP signal, induction, coexpression, MS/MS"	all 14
51650	ENSG00000090263	MRPS33	mitochondrial ribosomal protein S33	"MRP-S33, PTD003, S33mt, Q9Y291"	14	0%	"literature, targetP signal, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
65993	ENSG00000074071	MRPS34	mitochondrial ribosomal protein S34	"MRP-S12, MRP-S34, MRPS12, P82930"	22	0%	"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS++"	all 14
60488	ENSG00000061794	MRPS35	mitochondrial ribosomal protein S35	"MDS023, MRP-S28, MRPS28, P82673"	39	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
92259	ENSG00000134056	MRPS36	mitochondrial ribosomal protein S36	"MRP-S36, P82909"	6	4%	"literature, APEX_matrix, MS/MS++"	all 14
64969	ENSG00000144029	MRPS5	mitochondrial ribosomal protein S5	"MRP-S5, S5mt, P82675"	20	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	"cerebrum, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
64968	ENSG00000243927	MRPS6	mitochondrial ribosomal protein S6	"C21orf101, MRP-S6, RPMS6, S6mt, P82932"	19	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
51081	ENSG00000125445	MRPS7	mitochondrial ribosomal protein S7	"MRP-S, MRP-S7, RP-S7, RPMS7, S7mt, bMRP27a, Q9Y2R9"	24	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	all 14
64965	ENSG00000135972	MRPS9	mitochondrial ribosomal protein S9	"MRP-S9, RPMS9, S9mt, P82933"	25	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	all 14
92399	ENSG00000148187	MRRF	mitochondrial ribosome recycling factor	"MRFF, MTRRF, RRF, Q96E11"	30	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
57380	ENSG00000124532	MRS2	MRS2 magnesium transporter	"HPT, MRS2L, Q9HD23"	9	1%	"APEX_matrix, GFP, targetP signal, yeast mito homolog++, coexpression"	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, smallintestine, largeintestine, stomach, placenta, testis"
4482	ENSG00000175806	MSRA	methionine sulfoxide reductase A	"PMSR, Q9UJ68"	10	0%	"mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
22921	ENSG00000148450	MSRB2	methionine sulfoxide reductase B2	"CBS-1, CBS1, MSRB, PILB, Q9Y3D2"	20	0%	"APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
253827	ENSG00000174099	MSRB3	methionine sulfoxide reductase B3	"DFNB74, Q8IXL7"	3	11%	"literature, yeast mito homolog+, mito protein domain"	none
23787	ENSG00000137409	MTCH1	mitochondrial carrier 1	"CGI-64, PIG60, PSAP, SLC25A49, Q9NZJ7"	17	0%	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
23788	ENSG00000109919	MTCH2	mitochondrial carrier 2	"MIMP, SLC25A50, Q9Y6C9"	28	0%	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression+, MS/MS++"	all 14
4515	ENSG00000214827	MTCP1	mature T-cell proliferation 1	"P13MTCP1, p8MTCP1, P56278"	-8	84%	literature	none
7978	ENSG00000127989	MTERF	mitochondrial transcription termination factor	Q99551	-1	43%	"literature, APEX_matrix, mito protein domain+"	none
51001	ENSG00000156469	MTERFD1	MTERF domain containing 1	"mTERF3, Q96E29"	7	2%	"literature, APEX_matrix, GFP, targetP signal, mito protein domain+, coexpression"	none
130916	ENSG00000122085	MTERFD2	MTERF domain containing 2	"MTERF4, Q7Z6M4"	7	2%	"APEX_matrix, targetP signal, mito protein domain+, coexpression"	none
80298	ENSG00000120832	MTERFD3	MTERF domain containing 3	"mTERF2, mTERFL, Q49AM1"	21	0%	"literature, APEX_matrix, targetP signal+, mito protein domain+, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, testis"
123263	ENSG00000103707	MTFMT	mitochondrial methionyl-tRNA formyltransferase	"COXPD15, FMT1, Q96DP5"	16	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	none
51537	ENSG00000242114	MTFP1	mitochondrial fission process 1	"MTP18, Q9UDX5"	8	2%	"literature, induction, coexpression, MS/MS+"	all 14
9650	ENSG00000066855	MTFR1	mitochondrial fission regulator 1	"CHPPR, FAM54A2, Q15390"	6	3%	"literature, targetP signal, mito protein domain+, coexpression"	none
56181	ENSG00000117640	MTFR1L	mitochondrial fission regulator 1-like	"FAM54B, MST116, MSTP116, Q9H019"	12	0%	"mito protein domain+, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, placenta, testis"
92170	ENSG00000148824	MTG1	mitochondrial ribosome-associated GTPase 1	"GTP, GTPBP7, RP11-108K14.2, Q9BT17"	21	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	"largeintestine, testis"
26164	ENSG00000101181	MTG2	mitochondrial ribosome-associated GTPase 2	"GTPBP5, ObgH1, dJ1005F21.2, Q9H4K7"	19	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	"largeintestine, placenta"
4522	ENSG00000100714	MTHFD1	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase"	"MTHFC, MTHFD, P11586"	5	4%	"literature, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
25902	ENSG00000120254	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	"FTHFSDC1, MTC1THFS, dJ292B18.2, Q6UB35"	19	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
10797	ENSG00000065911	MTHFD2	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"	"NMDMC, P13995"	15	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	"spinalcord, placenta, testis"
441024	ENSG00000163738	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	Q9H903	13	0%	"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain"	"spinalcord, placenta"
10588	ENSG00000136371	MTHFS	"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)"	"HsT19268, P49914"	9	1%	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	"cerebrum, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta"
4528	ENSG00000085760	MTIF2	mitochondrial translational initiation factor 2	P46199	30	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS"	all 14
219402	ENSG00000122033	MTIF3	mitochondrial translational initiation factor 3	"IF3mt, Q9H2K0"	6	3%	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression"	largeintestine
25821	ENSG00000135297	MTO1	mitochondrial tRNA translation optimization 1	"COXPD10, Q9Y2Z2"	26	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++"	"cerebellum, spinalcord, stomach, placenta"
55149	ENSG00000107951	MTPAP	mitochondrial poly(A) polymerase	"PAPD1, SPAX4, Q9NVV4"	7	2%	"literature, APEX_matrix, targetP signal+, mito protein domain, induction"	"cerebrum, cerebellum, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
9617	ENSG00000120662	MTRF1	mitochondrial translational release factor 1	"MRF1, MTTRF1, RF1, O75570"	9	1%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain"	adipose
54516	ENSG00000112031	MTRF1L	mitochondrial translational release factor 1-like	"HMRF1L, MRF1L, mtRF1a, Q9UGC7"	13	0%	"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain"	testis
4580	ENSG00000173171	MTX1	metaxin 1	"MTX, MTXN, Q13505"	23	0%	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	all 14
10651	ENSG00000128654	MTX2	metaxin 2	O75431	26	0%	"literature, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
79594	ENSG00000090432	MUL1	mitochondrial E3 ubiquitin protein ligase 1	"C1orf166, GIDE, MAPL, MULAN, RNF218, RP11-401M16.2, Q969V5"	5	5%	"literature, mito protein domain+, induction"	"skeletalmuscle, largeintestine"
4594	ENSG00000146085	MUT	methylmalonyl CoA mutase	"MCM, P22033"	19	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS++"	all 14
4595	ENSG00000132781	MUTYH	mutY homolog	"CYP2C, MYH, Q9UIF7"	4	8%	"GFP, targetP signal+, Rickettsial homolog, mito protein domain"	none
133686	ENSG00000152620	NADK2	"NAD kinase 2, mitochondrial"	"C5orf33, MNADK, NADKD1, Q4G0N4"	10	0%	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
162417	ENSG00000161653	NAGS	N-acetylglutamate synthase	"AGAS, ARGA, Q8N159"	15	0%	"literature, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS"	liver
79731	ENSG00000137513	NARS2	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"	"SLM5, asnRS, Q96I59"	17	0%	"GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	"spinalcord, adipose, largeintestine, stomach, placenta"
4077	ENSG00000188554	NBR1	neighbor of BRCA1 gene 1	"1A1-3B, M17S2, Q14596"	-5	73%	"APEX_IMS, coexpression"	"cerebellum, liver"
57552	ENSG00000144959	NCEH1	neutral cholesterol ester hydrolase 1	"AADACL1, NCEH, Q6PIU2"	5	4%	"targetP signal, mito protein domain, induction"	"cerebellum, spinalcord"
8031	ENSG00000138293	NCOA4	nuclear receptor coactivator 4	"ARA70, ELE1, PTC3, RFG, Q13772"	-2	53%	"GFP, targetP signal"	none
4535	ENSG00000198888	ND1	"NADH dehydrogenase, subunit 1 (complex I)"	"MTND1, P03886"	3	11%	"literature, Rickettsial homolog, mito protein domain, MS/MS"	all 14
4536	ENSG00000198763	ND2	MTND2	"MTND2, P03891"	12	0%	"literature, Rickettsial homolog, mito protein domain+, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
4537	ENSG00000198840	ND3	"NADH dehydrogenase, subunit 3 (complex I)"	"MTND3, P03897"	8	1%	"literature, Rickettsial homolog, mito protein domain+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
4538	ENSG00000198886	ND4	"NADH dehydrogenase, subunit 4 (complex I)"	"MTND4, P03905"	12	0%	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+"	all 14
4539	ENSG00000212907	ND4L	"NADH dehydrogenase, subunit 4L (complex I)"	"MTND4L, P03901"	1	22%	"literature, Rickettsial homolog, mito protein domain"	"heart, skeletalmuscle"
4540	ENSG00000198786	ND5	"NADH dehydrogenase, subunit 5 (complex I)"	"MTND5, P03915"	12	0%	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+"	all 14
4541	ENSG00000198695	ND6	"NADH dehydrogenase, subunit 6 (complex I)"	"MTND6, P03923"	-6	76%	"literature, mito protein domain"	none
4694	ENSG00000125356	NDUFA1	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa"	"CI-MWFE, MWFE, ZNF183, O15239"	10	1%	"literature, coexpression+, MS/MS++"	all 14
4705	ENSG00000130414	NDUFA10	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa"	"CI-42KD, CI-42k, O95299"	21	0%	"literature, targetP signal, mito protein domain, coexpression++, MS/MS++"	all 14
126328	ENSG00000174886	NDUFA11	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa"	"B14.7, CI-B14.7, Q86Y39"	15	0%	"literature, APEX_IMS, mito protein domain+, induction, MS/MS++"	all 14
